DatabaseID,Group,condition,phrase,label,token,time,measureid,wavid,ref,ref_status,ref_x,ref_y,ref_z,ref_q0,ref_qx,ref_qy,ref_qz,tf,tf_status,tf_x,tf_y,tf_z,tf_q0,tf_qx,tf_qy,tf_qz,tb,tb_status,tb_x,tb_y,tb_z,tb_q0,tb_qx,tb_qy,tb_qz,ul,ul_status,ul_x,ul_y,ul_z,ul_q0,ul_qx,ul_qy,ul_qz,ll,ll_status,ll_x,ll_y,ll_z,ll_q0,ll_qx,ll_qy,ll_qz,jaw,jaw_status,jaw_x,jaw_y,jaw_z,jaw_q0,jaw_qx,jaw_qy,jaw_qz,decoupled_tf_x,decoupled_tf_y,decoupled_tb_x,decoupled_tb_y,decoupled_ll_x,decoupled_ll_y
Sub40,HC,conv,bsent,ai,ai,7.2599,724,160082,0,55,69.9494,19.0231,-149.8894,0.9809,0.0875,-0.0857,0.1509,1,55,-20.065,-2.8444,-0.4501,-0.6518,0.5356,0.5342,0.0546,2,55,-34.3553,3.3111,2.9983,-0.8122,-0.0944,0.5727,0.0576,3,55,6.7033,11.3654,1.0582,-0.7267,-0.1887,0.6585,0.0485,4,55,7.4262,-17.2379,-0.5638,-0.5072,-0.848,-0.151,0.0292,5,55,-4.3299,-9.3864,-6.4783,-0.7241,-0.6604,0.1937,0.0458,-16.9531386296423,1.72691245120568,-32.411397751165,3.50034958622401,13.5207407395226,-4.12813630039207
Sub40,HC,conv,bsent,ai,ai,7.2699,725,160302,0,55,70.2696,19.0539,-149.8524,0.9811,0.0878,-0.0853,0.15,1,55,-20.2391,-3.1477,-0.4344,-0.653,0.5327,0.5355,0.0547,2,55,-34.5702,3.218,3.1324,-0.8168,-0.0929,0.5664,0.058,3,55,5.8894,13.0166,3.1675,-0.7253,-0.1566,0.6683,0.0488,4,55,6.6509,-18.5515,6e-04,-0.5049,-0.8475,-0.161,0.0291,5,55,-4.5385,-9.9359,-6.3378,-0.7244,-0.661,0.1904,0.0459,-17.025666691622,1.64777829388292,-32.6182517970171,3.31326724041243,13.2919565973861,-4.77023327869866
Sub40,HC,conv,bsent,ai,ai,7.2799,726,160523,0,55,70.5283,19.0262,-149.7922,0.9813,0.0877,-0.0848,0.149,1,55,-20.4123,-3.5443,-0.1588,-0.6539,0.5311,0.5361,0.0547,2,55,-34.5312,3.0765,3.328,-0.8214,-0.0921,0.5598,0.0585,3,55,6.2074,13.3594,2.7529,-0.7281,-0.1324,0.6707,0.0493,4,55,5.9424,-19.618,0.4851,-0.5059,-0.8437,-0.177,0.0294,5,55,-4.634,-10.3001,-6.4953,-0.7245,-0.6616,0.1876,0.0459,-17.1080070996313,1.38263430051605,-32.5999388309267,3.16543577092223,12.9920700376822,-5.46713942624105
Sub40,HC,conv,bsent,ai,ai,7.2899,727,160743,0,55,70.8377,19.0002,-149.819,0.9815,0.0872,-0.0844,0.1478,1,55,-20.3758,-3.85,-0.2607,-0.6553,0.5307,0.5347,0.0548,2,55,-34.4499,3.0289,3.4353,-0.8255,-0.0932,0.5535,0.0588,3,55,6.1176,13.4768,2.6499,-0.7319,-0.1175,0.6693,0.0499,4,55,5.5761,-20.5625,0.4976,-0.5085,-0.8377,-0.1968,0.0299,5,55,-4.7848,-10.7202,-6.6131,-0.7243,-0.6627,0.1845,0.0459,-16.9875971206494,1.3040218964817,-32.5472307017747,3.11988500837071,13.0409647410069,-5.84400177308441
Sub40,HC,conv,bsent,ai,ai,7.2999,728,160963,0,55,71.1419,18.9928,-149.9265,0.9818,0.0864,-0.0841,0.1469,1,55,-19.5879,-3.0134,-0.5148,-0.6541,0.5357,0.5312,0.0548,2,55,-34.2693,3.1673,3.345,-0.8287,-0.0959,0.5482,0.0591,3,55,5.8106,14.0158,2.8559,-0.734,-0.1027,0.6694,0.0502,4,55,5.3086,-21.3694,0.4765,-0.5112,-0.8323,-0.2121,0.0303,5,55,-4.9588,-11.1417,-6.6731,-0.724,-0.6639,0.1816,0.0459,-16.5376566686165,2.56626959046848,-32.4507016085265,3.28707413429908,13.1713968210223,-6.04480403596052
Sub40,HC,conv,bsent,ai,ai,7.3099,729,161183,0,55,71.3773,19.014,-150.0226,0.9819,0.0863,-0.0839,0.1463,1,55,-19.579,-3.0031,-0.0924,-0.6522,0.5346,0.5345,0.0546,2,55,-33.9351,3.3327,3.2465,-0.8309,-0.0987,0.5444,0.0593,3,55,5.966,14.0693,2.7789,-0.7338,-0.094,0.671,0.0503,4,55,5.3658,-21.5997,0.4821,-0.5127,-0.8301,-0.2174,0.0305,5,55,-5.0654,-11.4635,-6.7706,-0.7242,-0.6641,0.18,0.0459,-16.5754124398234,2.73471306899812,-32.2467537913668,3.54033648810012,13.3578844366464,-5.75494632965406
Sub40,HC,conv,bsent,ai,ai,7.3199,730,161404,0,55,71.4952,19.0288,-150.1644,0.982,0.086,-0.0833,0.1462,1,55,-19.9069,-3.3255,-0.003,-0.65,0.5279,0.5439,0.0543,2,55,-33.5459,3.7831,3.3617,-0.8316,-0.1019,0.5427,0.0593,3,55,6.1123,14.0086,2.488,-0.7331,-0.0934,0.6718,0.0503,4,55,5.6576,-21.5186,0.448,-0.5135,-0.8295,-0.2174,0.0306,5,55,-5.0596,-11.5969,-6.8787,-0.7242,-0.6642,0.1799,0.0459,-16.8299269716125,2.36895195818533,-32.1138499694583,4.08831601385288,13.5713597372072,-5.39598940077833
Sub40,HC,conv,bsent,ai,ai,7.3299,731,161624,0,55,71.5368,19.0194,-150.2954,0.9821,0.0855,-0.0826,0.1463,1,55,-19.432,-2.8794,-0.0151,-0.6471,0.5257,0.5496,0.0539,2,55,-33.0712,4.5311,3.4431,-0.8312,-0.1068,0.5424,0.0592,3,55,6.0739,14.1223,2.5706,-0.7333,-0.0969,0.6711,0.0503,4,55,6.1394,-21.1989,0.3434,-0.5143,-0.8291,-0.2169,0.0307,5,55,-4.9563,-11.5022,-6.9278,-0.7241,-0.664,0.1809,0.0459,-16.5988345244106,2.89435014489195,-31.9838804859618,4.95436171062562,13.8239352460306,-5.10287798144872
Sub40,HC,conv,bsent,ai,ai,7.3399,732,161845,0,55,71.5668,18.9794,-150.4731,0.9822,0.0846,-0.0821,0.1465,1,55,-18.6702,-2.1956,-0.0065,-0.6454,0.5262,0.5511,0.0538,2,55,-32.2351,5.2364,3.304,-0.829,-0.1161,0.5439,0.0589,3,55,6.245,14.0705,2.454,-0.7335,-0.1032,0.6699,0.0502,4,55,6.778,-20.5757,0.137,-0.5147,-0.8297,-0.2138,0.0307,5,55,-4.7715,-11.2534,-6.8167,-0.7235,-0.6639,0.1833,0.0458,-16.1812613572228,3.65846735932538,-31.4841199042634,5.90872430004702,14.0707097235893,-4.72348974959093
Sub40,HC,conv,bsent,ai,ai,7.3499,733,162065,0,55,71.5199,18.9287,-150.6574,0.9822,0.0839,-0.0816,0.1469,1,55,-17.5866,-1.1061,-0.0961,-0.645,0.5281,0.5497,0.0538,2,55,-31.0919,6.0402,3.0494,-0.8248,-0.1285,0.5475,0.0583,3,55,6.552,13.866,2.0173,-0.7333,-0.1139,0.6684,0.05,4,55,7.6705,-19.3555,0.0301,-0.5152,-0.8317,-0.2048,0.0306,5,55,-4.4178,-10.8025,-6.8826,-0.7231,-0.6633,0.1872,0.0458,-15.6393299780032,4.78004437627223,-30.7503531287707,7.0427222404338,14.2407689277862,-4.05971750684701
