DatabaseID,Group,condition,phrase,label,token,time,F1,F2,F3
Sub35,HC,conv,bsent,ai,ai,9.026259,617,1162,2213
Sub35,HC,conv,bsent,ai,ai,9.034331,640,1133,2262
Sub35,HC,conv,bsent,ai,ai,9.042494,658,1196,2272
Sub35,HC,conv,bsent,ai,ai,9.050658,676,1218,2263
Sub35,HC,conv,bsent,ai,ai,9.058957,697,1207,2288
Sub35,HC,conv,bsent,ai,ai,9.066939,719,1189,2334
Sub35,HC,conv,bsent,ai,ai,9.075329,714,1201,2302
Sub35,HC,conv,bsent,ai,ai,9.083492,715,1207,2313
Sub35,HC,conv,bsent,ai,ai,9.091791,722,1216,2307
Sub35,HC,conv,bsent,ai,ai,9.099864,718,1214,2320
Sub35,HC,conv,bsent,ai,ai,9.107937,709,1211,2352
Sub35,HC,conv,bsent,ai,ai,9.115964,729,1221,2352
Sub35,HC,conv,bsent,ai,ai,9.123855,713,1208,2357
Sub35,HC,conv,bsent,ai,ai,9.131746,714,1226,2368
Sub35,HC,conv,bsent,ai,ai,9.139592,704,1212,2384
Sub35,HC,conv,bsent,ai,ai,9.147302,694,1223,2363
Sub35,HC,conv,bsent,ai,ai,9.155057,687,1220,2346
Sub35,HC,conv,bsent,ai,ai,9.162585,682,1236,2331
Sub35,HC,conv,bsent,ai,ai,9.170204,671,1255,2298
Sub35,HC,conv,bsent,ai,ai,9.177642,667,1265,2303
Sub35,HC,conv,bsent,ai,ai,9.185125,662,1274,2311
Sub35,HC,conv,bsent,ai,ai,9.192472,665,1296,2285
Sub35,HC,conv,bsent,ai,ai,9.199728,664,1305,2285
Sub35,HC,conv,bsent,ai,ai,9.206984,658,1293,2320
Sub35,HC,conv,bsent,ai,ai,9.214286,658,1280,2317
Sub35,HC,conv,bsent,ai,ai,9.221451,654,1324,2331
Sub35,HC,conv,bsent,ai,ai,9.228707,649,1331,2335
Sub35,HC,conv,bsent,ai,ai,9.235873,640,1344,2341
Sub35,HC,conv,bsent,ai,ai,9.242948,629,1359,2352
Sub35,HC,conv,bsent,ai,ai,9.250023,613,1392,2359
Sub35,HC,conv,bsent,ai,ai,9.257188,616,1431,2351
Sub35,HC,conv,bsent,ai,ai,9.264263,609,1455,2355
Sub35,HC,conv,bsent,ai,ai,9.271338,601,1481,2360
Sub35,HC,conv,bsent,ai,ai,9.278413,590,1498,2364
Sub35,HC,conv,bsent,ai,ai,9.285488,576,1523,2359
Sub35,HC,conv,bsent,ai,ai,9.292562,568,1522,2371
Sub35,HC,conv,bsent,ai,ai,9.299637,560,1528,2360
Sub35,HC,conv,bsent,ai,ai,9.306712,552,1499,2369
Sub35,HC,conv,bsent,ai,ai,9.313787,538,1355,2277
Sub35,HC,conv,bsent,ai,ai,9.320862,507,1169,2988
Sub35,HC,conv,bsent,a,a,9.421451,584,1161,2355
Sub35,HC,conv,bsent,a,a,9.42966,633,1178,2224
Sub35,HC,conv,bsent,a,a,9.437732,656,1170,3293
Sub35,HC,conv,bsent,a,a,9.446032,677,1200,2421
Sub35,HC,conv,bsent,a,a,9.454286,697,1200,2277
Sub35,HC,conv,bsent,a,a,9.46254,696,1203,2377
Sub35,HC,conv,bsent,a,a,9.470703,681,1227,2251
Sub35,HC,conv,bsent,a,a,9.479002,689,1214,2374
Sub35,HC,conv,bsent,a,a,9.487075,683,1220,2323
Sub35,HC,conv,bsent,a,a,9.495283,698,1210,2282
Sub35,HC,conv,bsent,a,a,9.503447,686,1222,2300
Sub35,HC,conv,bsent,a,a,9.511701,686,1216,2431
Sub35,HC,conv,bsent,a,a,9.519955,689,1200,2300
Sub35,HC,conv,bsent,a,a,9.528118,667,1195,2354
Sub35,HC,conv,bsent,a,a,9.536327,642,1190,2252
Sub35,HC,conv,bsent,a,a,9.544399,631,1168,2226
Sub35,HC,conv,bsent,a,a,9.552517,551,1101,2153
Sub35,HC,conv,bsent,i,i,9.603175,321,1392,2201
Sub35,HC,conv,bsent,i,i,9.611156,310,1530,1983
Sub35,HC,conv,bsent,i,i,9.61932,316,1609,3007
Sub35,HC,conv,bsent,i,i,9.627392,304,1671,1778
Sub35,HC,conv,bsent,i,i,9.63551,297,1756,1987
Sub35,HC,conv,bsent,i,i,9.64381,296,1768,3086
Sub35,HC,conv,bsent,i,i,9.652245,296,1762,2120
Sub35,HC,conv,bsent,i,i,9.660816,308,1760,2319
Sub35,HC,conv,bsent,i,i,9.669478,329,1784,2355
Sub35,HC,conv,bsent,i,i,9.678277,356,1771,2382
Sub35,HC,conv,bsent,i,i,9.68712,398,1749,2393
Sub35,HC,conv,bsent,i,i,9.6961,432,1686,2425
Sub35,HC,conv,bsent,i,i,9.705261,458,1622,2405
Sub35,HC,conv,bsent,i,i,9.71424,517,1574,2438
Sub35,HC,conv,bsent,v,v,9.930567,584,1272,3359
Sub35,HC,conv,bsent,v,v,9.937007,592,1204,2135
Sub35,HC,conv,bsent,v,v,9.944218,588,1248,2303
Sub35,HC,conv,bsent,v,v,9.952063,613,1237,2242
Sub35,HC,conv,bsent,v,v,9.960045,616,1240,2276
Sub35,HC,conv,bsent,v,v,9.967574,586,1236,2116
Sub35,HC,conv,bsent,v,v,9.975147,599,1227,2221
Sub35,HC,conv,bsent,i,i.1,10.100816,299,1703,3005
Sub35,HC,conv,bsent,i,i.1,10.108027,392,1552,2961
Sub35,HC,conv,bsent,i,i.1,10.114921,407,1637,3021
Sub35,HC,conv,bsent,i,i.1,10.122494,393,1813,3057
Sub35,HC,conv,bsent,i,i.1,10.129569,326,1896,3189
Sub35,HC,conv,bsent,i,i.1,10.136871,335,2027,3178
Sub35,HC,conv,bsent,i,i.1,10.144263,341,1996,3138
Sub35,HC,conv,bsent,i,i.1,10.151429,349,2067,3154
Sub35,HC,conv,bsent,i,i.1,10.158685,353,2156,3171
Sub35,HC,conv,bsent,i,i.1,10.16576,359,2222,3201
Sub35,HC,conv,bsent,i,i.1,10.173152,379,2266,3243
Sub35,HC,conv,bsent,i,i.1,10.180045,379,2266,3243
Sub35,HC,conv,bsent,i,i.1,10.187029,356,2306,3093
Sub35,HC,conv,bsent,i,i.1,10.194014,356,2306,3093
Sub35,HC,conv,bsent,i,i.1,10.201315,351,2257,2989
Sub35,HC,conv,bsent,i,i.1,10.206667,350,2308,3032
Sub35,HC,conv,bsent,i,i.1,10.214558,350,2308,3032
Sub35,HC,conv,bsent,i,i.1,10.221361,319,2359,2988
Sub35,HC,conv,bsent,i,i.1,10.228571,345,2567,3029
Sub35,HC,conv,bsent,i,i.1,10.235964,397,2639,0
Sub35,HC,conv,bsent,i,i.1,10.243129,352,2549,3064
Sub35,HC,conv,bsent,i,i.1,10.250431,367,2303,2969
Sub35,HC,conv,bsent,i,i.1,10.257823,358,2293,2927
Sub35,HC,conv,bsent,i,i.1,10.264898,267,2247,2892
Sub35,HC,conv,bsent,i,i.1,10.27288,195,2415,3116
Sub35,HC,conv,bsent,i,i.1,10.278141,0,0,0
Sub35,HC,conv,tsent,ae,ae,11.692381,397,1633,2287
Sub35,HC,conv,tsent,ae,ae,11.699955,479,1707,2290
Sub35,HC,conv,tsent,ae,ae,11.707574,497,1726,2272
Sub35,HC,conv,tsent,ae,ae,11.715873,510,1839,2335
Sub35,HC,conv,tsent,ae,ae,11.723311,480,1778,2264
Sub35,HC,conv,tsent,ae,ae,11.732109,442,1758,2314
Sub35,HC,conv,tsent,ae,ae,11.741769,419,1764,2386
Sub35,HC,conv,tsent,ae,ae,11.74576,471,1779,2329
Sub35,HC,conv,tsent,ae,ae,11.749388,476,1813,2375
Sub35,HC,conv,tsent,ae,ae,11.758095,479,1816,2363
Sub35,HC,conv,tsent,ae,ae,11.767029,504,1824,2399
Sub35,HC,conv,tsent,ae,ae,11.775556,511,1785,3463
Sub35,HC,conv,tsent,ae,ae,11.784218,515,1780,2198
Sub35,HC,conv,tsent,ae,ae,11.793152,519,1789,2340
Sub35,HC,conv,tsent,ae,ae,11.801859,539,1743,2272
Sub35,HC,conv,tsent,ae,ae,11.810748,544,1746,3641
Sub35,HC,conv,tsent,ae,ae,11.820045,540,1711,3909
Sub35,HC,conv,tsent,ae,ae,11.828844,531,1606,2235
Sub35,HC,conv,tsent,ae,ae,11.837732,514,1559,2215
Sub35,HC,conv,tsent,ae,ae,11.84644,507,1544,2225
Sub35,HC,conv,tsent,ae,ae,11.855238,480,1490,2155
Sub35,HC,conv,tsent,ae,ae,11.864082,418,1374,2140
Sub35,HC,conv,tsent,ae,ae,11.872608,268,1296,2144
Sub35,HC,conv,tsent,ae,ae,11.881224,243,1203,2188
Sub35,HC,conv,ksent,a,a.1,13.769841,436,1661,2326
Sub35,HC,conv,ksent,a,a.1,13.778367,548,1544,2103
Sub35,HC,conv,ksent,a,a.1,13.787029,559,1493,2125
Sub35,HC,conv,ksent,a,a.1,13.795465,588,1451,2133
Sub35,HC,conv,ksent,a,a.1,13.804218,618,1436,3299
Sub35,HC,conv,ksent,a,a.1,13.813197,633,1390,2201
Sub35,HC,conv,ksent,a,a.1,13.822086,643,1373,2193
Sub35,HC,conv,ksent,a,a.1,13.831066,655,1380,2221
Sub35,HC,conv,ksent,a,a.1,13.839955,682,1405,2241
Sub35,HC,conv,ksent,a,a.1,13.848934,679,1414,3326
Sub35,HC,conv,ksent,a,a.1,13.857914,679,1414,2251
Sub35,HC,conv,ksent,a,a.1,13.866893,657,1446,2345
Sub35,HC,conv,ksent,a,a.1,13.875782,631,1323,2308
Sub35,HC,conv,ksent,a,a.1,13.884762,628,1331,2332
Sub35,HC,conv,ksent,a,a.1,13.894104,583,1334,2344
Sub35,HC,conv,ksent,a,a.1,13.903447,573,1318,2320
Sub35,HC,conv,ksent,a,a.1,13.912698,594,1337,2335
Sub35,HC,conv,ksent,a,a.1,13.921361,505,1367,2344
Sub35,HC,conv,ksent,a,a.1,13.934059,549,1431,2365
Sub35,HC,conv,ksent,o,o,14.278413,447,1091,1507
Sub35,HC,conv,ksent,o,o,14.285533,483,1074,1507
Sub35,HC,conv,ksent,o,o,14.293424,516,1083,1583
Sub35,HC,conv,ksent,o,o,14.301406,493,1097,1681
Sub35,HC,conv,ksent,o,o,14.309524,497,1102,1741
Sub35,HC,conv,ksent,o,o,14.317868,463,1077,1859
Sub35,HC,conv,ksent,o,o,14.326032,425,1052,1945
Sub35,HC,conv,ksent,o,o,14.334376,381,1047,3013
Sub35,HC,conv,ksent,o,o,14.342268,386,989,3055
Sub35,HC,conv,ksent,o,o,14.35034,343,816,2968
Sub35,HC,conv,ksent,o,o,14.359048,317,893,1988
Sub35,HC,conv,ksent,o,o,14.36771,299,917,2079
Sub35,HC,conv,ksent,a,a.2,14.841451,439,902,1317
Sub35,HC,conv,ksent,a,a.2,14.84907,523,982,1373
Sub35,HC,conv,ksent,a,a.2,14.857143,552,934,1358
Sub35,HC,conv,ksent,a,a.2,14.865397,534,875,1414
Sub35,HC,conv,ksent,a,a.2,14.873832,581,850,1520
Sub35,HC,conv,ksent,a,a.2,14.88254,617,896,3094
Sub35,HC,conv,ksent,a,a.2,14.89161,599,939,1622
Sub35,HC,conv,ksent,a,a.2,14.900816,607,973,1727
Sub35,HC,conv,ksent,a,a.2,14.910476,659,965,1769
Sub35,HC,conv,ksent,a,a.2,14.9278,646,0,0
Sub35,HC,conv,ksent,a,a.2,14.935692,646,958,0
Sub35,HC,conv,ksent,a,a.2,14.943583,657,947,0
Sub35,HC,conv,ksent,a,a.2,14.951474,668,937,0
Sub35,HC,conv,ksent,a,a.2,14.959365,668,937,0
Sub35,HC,conv,ksent,a,a.2,14.959955,657,937,2235
Sub35,HC,conv,ksent,a,a.2,14.969569,657,926,2246
Sub35,HC,conv,ksent,a,a.2,14.975646,624,947,2270
Sub35,HC,conv,ksent,a,a.2,14.993288,619,930,2300
Sub35,HC,conv,ksent,a,a.2,15.014422,595,913,2823
Sub35,HC,conv,ksent,a,a.2,15.03483,603,873,2245
Sub35,HC,conv,ksent,a,a.2,15.041361,617,904,2621
Sub35,HC,conv,ksent,a,a.2,15.051655,594,916,2885
Sub35,HC,conv,ksent,a,a.2,15.060544,571,889,2826
Sub35,HC,conv,ksent,a,a.2,15.077551,528,0,0
Sub35,HC,conv,ksent,a,a.2,15.085442,474,0,0
Sub35,HC,conv,ksent,a,a.2,15.081224,474,0,0
Sub35,HC,conv,bsent.1,ai,ai.1,16.414014,585,1208,2182
Sub35,HC,conv,bsent.1,ai,ai.1,16.42,647,1206,2073
Sub35,HC,conv,bsent.1,ai,ai.1,16.429615,687,1197,2321
Sub35,HC,conv,bsent.1,ai,ai.1,16.438231,675,1191,2342
Sub35,HC,conv,bsent.1,ai,ai.1,16.446893,683,1173,2357
Sub35,HC,conv,bsent.1,ai,ai.1,16.455692,683,1224,2326
Sub35,HC,conv,bsent.1,ai,ai.1,16.46458,671,1240,2370
Sub35,HC,conv,bsent.1,ai,ai.1,16.473379,666,1241,2364
Sub35,HC,conv,bsent.1,ai,ai.1,16.482313,666,1245,2377
Sub35,HC,conv,bsent.1,ai,ai.1,16.491338,664,1266,2302
Sub35,HC,conv,bsent.1,ai,ai.1,16.500136,674,1287,2441
Sub35,HC,conv,bsent.1,ai,ai.1,16.509025,686,1275,2444
Sub35,HC,conv,bsent.1,ai,ai.1,16.517732,686,1282,2383
Sub35,HC,conv,bsent.1,ai,ai.1,16.526531,683,1287,2288
Sub35,HC,conv,bsent.1,ai,ai.1,16.535329,667,1269,2379
Sub35,HC,conv,bsent.1,ai,ai.1,16.544308,658,1240,2394
