DatabaseID,Group,condition,phrase,label,token,time,F1,F2,F3
Sub44,HC,conv,bsent,a,a,11.267438,0,0,0
Sub44,HC,conv,bsent,a,a,11.271746,973,1589,0
Sub44,HC,conv,bsent,a,a,11.27619,973,1589,0
Sub44,HC,conv,bsent,a,a,11.281043,955,1607,2611
Sub44,HC,conv,bsent,a,a,11.285941,948,1587,2631
Sub44,HC,conv,bsent,a,a,11.291202,962,1581,2650
Sub44,HC,conv,bsent,a,a,11.296735,962,1581,2650
Sub44,HC,conv,bsent,a,a,11.301723,984,1584,2668
Sub44,HC,conv,bsent,a,a,11.307211,963,1544,2719
Sub44,HC,conv,bsent,a,a,11.31229,963,1544,2719
Sub44,HC,conv,bsent,a,a,11.317732,957,1540,2728
Sub44,HC,conv,bsent,a,a,11.322812,986,1534,2733
Sub44,HC,conv,bsent,a,a,11.328163,1032,1548,2744
Sub44,HC,conv,bsent,a,a,11.332971,864,1502,2613
Sub44,HC,conv,bsent,a,a,11.337868,623,1483,2640
Sub44,HC,conv,bsent,a,a,11.342676,489,1497,2673
Sub44,HC,conv,bsent,a,a,11.347392,489,1497,2673
Sub44,HC,conv,bsent,a,a,11.353243,489,1497,2673
Sub44,HC,conv,bsent,a,a,11.357052,489,1497,2673
Sub44,HC,conv,bsent,a,a,11.360998,494,1480,2633
Sub44,HC,conv,bsent,i,i,11.422177,203,1824,2693
Sub44,HC,conv,bsent,i,i,11.425624,329,2062,2650
Sub44,HC,conv,bsent,i,i,11.429569,446,2233,2746
Sub44,HC,conv,bsent,i,i,11.433696,467,2277,2700
Sub44,HC,conv,bsent,i,i,11.437914,415,2340,2830
Sub44,HC,conv,bsent,i,i,11.442086,525,2321,2858
Sub44,HC,conv,bsent,i,i,11.445714,329,2339,2782
Sub44,HC,conv,bsent,i,i,11.450113,355,2333,2882
Sub44,HC,conv,bsent,i,i,11.454422,173,2301,2784
Sub44,HC,conv,bsent,i,i,11.458503,315,2334,2839
Sub44,HC,conv,bsent,i,i,11.462494,353,2314,2776
Sub44,HC,conv,bsent,i,i,11.466712,217,2231,2671
Sub44,HC,conv,bsent,i,i,11.47102,258,2742,0
Sub44,HC,conv,bsent,i,i,11.475465,201,2134,0
Sub44,HC,conv,bsent,ai,ai,11.561224,743,1529,0
Sub44,HC,conv,bsent,ai,ai,11.566531,775,1583,0
Sub44,HC,conv,bsent,ai,ai,11.570884,829,1583,0
Sub44,HC,conv,bsent,ai,ai,11.576236,872,1561,0
Sub44,HC,conv,bsent,ai,ai,11.58068,926,1561,0
Sub44,HC,conv,bsent,ai,ai,11.585261,937,1583,0
Sub44,HC,conv,bsent,ai,ai,11.589887,937,1583,0
Sub44,HC,conv,bsent,ai,ai,11.594422,937,1593,0
Sub44,HC,conv,bsent,ai,ai,11.598957,937,1583,0
Sub44,HC,conv,bsent,ai,ai,11.603583,937,1583,0
Sub44,HC,conv,bsent,ai,ai,11.608118,915,1604,0
Sub44,HC,conv,bsent,ai,ai,11.612744,861,1615,0
Sub44,HC,conv,bsent,ai,ai,11.617279,786,1669,0
Sub44,HC,conv,bsent,ai,ai,11.621814,732,1712,0
Sub44,HC,conv,bsent,ai,ai,11.626349,678,1766,0
Sub44,HC,conv,bsent,ai,ai,11.631066,646,1830,0
Sub44,HC,conv,bsent,ai,ai,11.635601,614,1873,0
Sub44,HC,conv,bsent,ai,ai,11.640227,571,1927,0
Sub44,HC,conv,bsent,ai,ai,11.644762,517,1949,2537
Sub44,HC,conv,bsent,ai,ai,11.649388,506,1970,2500
Sub44,HC,conv,bsent,ai,ai,11.654014,456,1938,2466
Sub44,HC,conv,bsent,ai,ai,11.659184,498,1906,2492
Sub44,HC,conv,bsent,ai,ai,11.661542,542,1884,2558
Sub44,HC,conv,bsent,ai,ai,11.665669,542,1820,2558
Sub44,HC,conv,bsent,ai,ai,11.670476,542,1787,2558
